gene_name	chrom	peak_start	peak_end	start	end	coverage	fire_coverage	score	nuc_coverage	msp_coverage	coverage_H1	fire_coverage_H1	score_H1	nuc_coverage_H1	msp_coverage_H1	coverage_H2	fire_coverage_H2	score_H2	nuc_coverage_H2	msp_coverage_H2	FDR	log_FDR	FIRE_size_mean	FIRE_size_ssd	FIRE_start_ssd	FIRE_end_ssd	local_max_count	peak_length	pass_coverage
JAK1	chr1	64909048	64909181	64909124	64909128	39	6	10.927803	22	17	24	4	11.966728	13	11	15	2	-1.0	9	6	0.03650826717928186	14.37608779823082	173.6666667	77.05755425	41.01544425	110.3865934	1	133	true
JAK1	chr1	64913462	64913956	64913775	64913795	46	33	57.0718	4	42	27	20	58.96922	2	25	19	13	54.32283	2	17	0.0	100.0	403.7575758	149.4416756	131.9162814	71.14806637	1	494	true
JAK1	chr1	64915821	64915938	64915853	64915858	50	8	10.798193	27	23	32	6	12.778496	18	14	18	2	-1.0	9	9	0.03803294513284229	14.19840043102277	201.375	162.1524305	43.51990513	125.5706972	1	117	true
JAK1	chr1	64917236	64917483	64917371	64917372	46	15	25.920498	15	31	30	9	23.774916	12	18	16	6	29.880964	3	13	0.00032865197241026397	34.83263756950255	272.7333333	159.4129707	62.80066727	133.0717672	1	247	true
JAK1	chr1	64917585	64917840	64917716	64917729	47	20	33.81229	18	29	31	10	24.938667	15	16	16	10	50.942436	3	13	0.000024606915910421712	46.08942814863576	282.85	135.466164	134.9512193	74.98664793	1	255	true
JAK1	chr1	64921046	64921288	64921175	64921184	38	12	24.921843	14	24	23	7	22.773113	10	13	15	5	28.149897	4	11	0.00038048568865050334	34.19661673865822	241.25	78.67207544	29.59153749	71.31046079	1	242	true
JAK1	chr1	64922767	64922908	64922810	64922813	41	6	10.411292	28	13	26	5	13.865192	16	10	15	1	-1.0	12	3	0.04512090179348767	13.456222290596928	144.1666667	39.7764587	46.79494275	52.8456873	1	141	true
JAK1	chr1	64923554	64923754	64923630	64923633	43	8	13.451599	25	18	25	6	17.399555	14	11	18	2	-1.0	11	7	0.014680251572067572	18.332665019523333	195.125	38.12924449	60.09516263	44.26845862	1	200	true
JAK1	chr1	64933343	64933539	64933445	64933459	37	7	13.996532	17	20	19	3	-1.0	11	8	18	4	15.783003	6	12	0.012536642784004763	19.018187486398443	170.7142857	48.26563403	45.98912915	37.74349518	1	196	true
JAK1	chr1	64933584	64933728	64933624	64933625	35	6	12.280338	21	14	18	5	20.191328	11	7	17	1	-1.0	10	7	0.020761665738457526	16.82737805351563	141.5	38.79561831	48.7483333	61.45811582	1	144	true
JAK1	chr1	64934389	64934528	64934468	64934471	36	11	22.862244	18	18	19	7	28.80858	10	9	17	4	16.157516	8	9	0.0008010124472944476	30.963607351650865	186.7272727	81.90615472	38.49958677	95.85927185	1	139	true
JAK1	chr1	64947409	64947594	64947507	64947514	45	13	22.031576	22	23	28	9	23.370752	14	14	17	4	19.767057	8	9	0.0011839146517560418	29.266796047139522	225.0769231	94.26775831	58.29544557	77.5605636	1	185	true
JAK1	chr1	64948280	64948534	64948356	64948357	47	11	17.606977	16	31	29	6	16.11868	11	18	18	5	19.949244	5	13	0.005127661181321005	22.900806792661577	230.4545455	85.57144808	39.55870207	97.07045239	1	254	true
JAK1	chr1	64949064	64949232	64949121	64949130	44	7	11.478321	21	23	28	5	12.75924	12	16	16	2	-1.0	9	7	0.02879487194016508	15.406848485736766	202.1428571	91.19654338	49.80294503	109.0908315	1	168	true
JAK1	chr1	64949288	64949503	64949321	64949331	43	10	16.901426	18	25	27	8	21.133968	9	18	16	2	-1.0	9	7	0.006308423949626758	22.00079128152801	216.5	71.34306787	76.59968088	61.03924057	1	215	true
JAK1	chr1	64949572	64949718	64949620	64949623	44	7	10.930638	17	27	28	2	-1.0	12	16	16	5	21.03175	5	11	0.036401202044879545	14.38884274789443	141.5714286	34.36498772	13.65911522	23.25019201	1	146	true
JAK1	chr1	64951986	64952232	64952130	64952138	44	11	18.843113	24	20	30	6	14.951406	16	14	14	5	27.11106	8	6	0.003697486499535237	24.3209340304792	257.8181818	75.40267659	71.11092487	97.52566096	1	246	true
JAK1	chr1	64956054	64956208	64956157	64956165	36	7	14.259127	18	18	22	4	13.5128975	11	11	14	3	-1.0	7	7	0.0117467676299387	19.300816222097758	145.8571429	43.72424412	36.40839778	34.49844717	1	154	true
JAK1	chr1	64956323	64956472	64956398	64956399	36	6	11.521121	13	23	23	4	11.753056	8	15	13	2	-1.0	5	8	0.027566431940075565	15.596194431440424	156.3333333	61.81801248	29.20730502	56.31577636	1	149	true
JAK1	chr1	64962014	64962224	64962130	64962139	42	11	19.201954	17	25	19	6	23.90686	8	11	23	5	15.271814	9	14	0.003261922242990338	24.865263957919773	243.4545455	78.67447316	109.2621535	65.06779681	1	210	true
JAK1	chr1	64962439	64962706	64962551	64962563	41	17	32.54359	14	27	19	6	23.2787	7	12	22	11	40.49963	7	15	0.000040616752422746076	43.91294804251375	303.0588235	151.4110591	63.54335019	128.086942	1	267	true
JAK1	chr1	64965465	64965638	64965570	64965577	46	14	22.247957	12	34	22	6	19.924847	8	14	24	8	24.335808	4	20	0.0010077433489833188	29.96650059470496	179.3571429	61.1324	69.08813451	30.2680334	1	173	true
JAK1	chr1	64965923	64966092	64965985	64965986	46	9	15.802708	19	27	22	5	18.030727	7	15	24	4	13.71869	12	12	0.008118540310523415	20.90522048600128	170.2222222	31.33200352	74.28286777	56.65710704	1	169	true
JAK1	chr1	64966461	64966761	64966550	64966619	45	42	81.805374	1	44	23	21	81.54462	1	22	22	21	82.03253	0	22	0.0	100.0	316.6428571	107.12833	91.29386127	57.300444	1	300	true
JAK1	chr1	64974634	64974778	64974667	64974670	41	6	10.5293	23	18	24	3	-1.0	14	10	17	3	-1.0	9	8	0.04359046628191966	13.60608485362182	153.3333333	27.11948869	68.28006054	60.20215943	1	144	true
JAK1	chr1	64983170	64983410	64983272	64983273	47	10	17.877018	16	31	20	7	29.912472	5	15	27	3	-1.0	11	16	0.004808110901466217	23.180255236718423	251.8	85.02653181	21.88454554	78.76152473	1	240	true
JAK1	chr1	65002575	65002740	65002671	65002682	53	18	27.286707	24	29	29	6	16.83798	16	13	24	12	39.870586	8	16	0.00018966670417704186	37.22008902434184	211.6111111	74.52448385	75.78471831	48.93680065	1	165	true
JAK1	chr1	65003046	65003239	65003126	65003127	52	8	12.354333	22	30	29	2	-1.0	15	14	23	6	20.507317	7	16	0.020381464882757577	16.90764605038368	192.25	47.47254846	36.95339729	53.07794134	1	193	true
JAK1	chr1	65008186	65008420	65008294	65008300	52	7	11.154299	28	24	30	5	13.774188	19	11	22	2	-1.0	9	13	0.03161718040169554	15.00076862758801	227.0	60.08604941	65.98665089	70.25599449	1	234	true
JAK1	chr1	65009242	65009433	65009377	65009381	46	7	11.303023	21	25	28	4	10.63806	11	17	18	3	-1.0	10	8	0.030358012659247164	15.17726662268404	207.5714286	62.86720699	54.33756922	40.75010955	1	191	true
JAK1	chr1	65009938	65010240	65009996	65009997	44	12	22.087032	18	26	27	8	24.342371	13	14	17	4	18.446198	5	12	0.0011829585807601201	29.270304611727735	246.6666667	111.2714399	50.86903863	126.944124	1	302	true
JAK1	chr1	65026280	65026487	65026346	65026361	44	14	25.756062	16	28	16	6	27.779507	4	12	28	8	24.564098	12	16	0.0003391123471793914	34.69656397145376	239.3571429	110.9245115	41.0012731	112.2934734	1	207	true
JAK1	chr1	65036502	65036754	65036608	65036613	45	13	21.326817	18	27	26	8	21.995958	9	17	19	5	20.358526	9	10	0.0015148471390687578	28.196311889493415	242.6153846	113.7611082	75.71640746	85.70409738	1	252	true
JAK1	chr1	65041554	65041773	65041665	65041680	40	10	19.954403	20	20	24	7	23.628325	11	13	16	3	-1.0	9	7	0.0024311644837059377	26.141856573848408	246.2	136.4166819	77.8280869	64.4247192	1	219	true
JAK1	chr1	65060031	65060238	65060103	65060121	58	23	29.023869	8	50	31	12	28.879265	4	27	27	11	29.152864	4	23	0.00011061598649676475	39.5618210317954	210.4347826	42.81230291	36.1404266	36.2958855	1	207	true
JAK1	chr1	65064731	65064895	65064778	65064790	43	7	11.407078	14	29	22	3	-1.0	9	13	21	4	13.159476	5	16	0.029386770711232916	15.318481355792052	199.8571429	88.6348851	83.41434158	41.02728477	1	164	true
JAK1	chr1	65065592	65065755	65065681	65065682	46	7	11.854203	30	16	21	6	22.715998	14	7	25	1	-1.0	16	9	0.025100483715232647	16.003179090834184	178.2857143	47.28887919	19.45813577	48.99465471	1	163	true
JAK1	chr1	65066447	65066602	65066525	65066532	44	16	27.393213	12	32	19	9	36.629993	5	14	25	7	20.333267	7	18	0.0001822849586908147	37.39249165832584	220.3125	133.9844363	70.81607633	134.6880191	1	155	true
JAK1	chr1	65066685	65066852	65066746	65066752	44	12	19.39341	19	25	19	5	18.544813	8	11	25	7	19.998344	11	14	0.0030502165219503078	25.156693308333445	221.9166667	150.7836851	114.8462411	66.50199359	1	167	true
JAK1	chr1	65066821	65066964	65066865	65066866	43	13	21.363224	19	24	18	5	19.900398	9	9	25	8	22.376457	10	15	0.0015080767008618678	28.215765696638847	202.7692308	140.6663629	150.7353344	52.05359664	1	143	true
JAK1	chr1	65067102	65067241	65067174	65067183	43	14	24.115095	22	21	18	7	28.946602	10	8	25	7	20.596407	12	13	0.0005347321391773577	32.718637125745914	186.3571429	98.7223045	57.68943949	104.2229225	1	139	true
JAK1	chr1	65067388	65067539	65067503	65067504	42	13	23.70195	16	26	17	7	32.558014	5	12	25	6	17.639833	11	14	0.0005667022516587163	32.466450617876326	188.3076923	98.17279377	119.0672079	53.6538048	1	151	true
JAK1	chr1	65067653	65067898	65067729	65067736	43	24	41.347805	9	34	18	9	38.399517	4	14	25	15	43.430573	5	20	0.0	100.0	274.75	133.8793259	39.81185371	133.5349856	1	245	true
GNG5	chr1	84505648	84505802	84505724	84505731	34	6	13.441626	19	15	0	0	-1.0	0	0	0	0	-1.0	0	0	0.01467723214199463	18.33355836708443	185.6666667	98.23169889	42.67278602	113.444994	1	154	true
GNG5	chr1	84505859	84506008	84505923	84505925	35	10	21.491186	21	14	0	0	-1.0	0	0	0	0	-1.0	0	0	0.0014819740693247667	28.291593953092473	173.0	77.37211671	65.1268847	40.4606805	1	149	true
GNG5	chr1	84506130	84506415	84506201	84506303	34	33	87.003456	0	34	0	0	-1.0	0	0	0	0	-1.0	0	0	0.0	100.0	296.2121212	69.61086372	39.41059598	56.56261615	1	285	true
GNG5	chr1	84506525	84506665	84506575	84506577	34	11	23.921257	13	21	0	0	-1.0	0	0	0	0	-1.0	0	0	0.000543272794108857	32.64982042921805	219.6363636	142.4115675	119.1925104	101.9353628	1	140	true
GNG5	chr1	84506726	84506881	84506809	84506826	34	13	29.349442	7	27	0	0	-1.0	0	0	0	0	-1.0	0	0	0.00011061598649676475	39.5618210317954	192.2307692	100.5544246	101.9986802	30.17852862	1	155	true
GTPBP4	chr10	988244	988514	988351	988421	16	16	83.92717	0	16	0	0	-1.0	0	0	0	0	-1.0	0	0	0.0	100.0	298.4375	169.9866539	165.6964594	34.21689398	1	270	true
EGR2	chr10	62815099	62815271	62815174	62815180	23	7	23.328056	14	9	0	0	-1.0	0	0	0	0	-1.0	0	0	0.0006294343578044018	32.01049554721797	182.4285714	57.52928861	61.35920779	27.27898197	1	172	true
EGR2	chr10	62816317	62816543	62816399	62816501	22	22	81.765884	0	22	0	0	-1.0	0	0	0	0	-1.0	0	0	0.0	100.0	303.6818182	157.3977026	49.7249578	149.3692728	1	226	true
EGR2	chr10	62816649	62816892	62816757	62816789	22	21	74.53325	0	22	0	0	-1.0	0	0	0	0	-1.0	0	0	0.0	100.0	330.6666667	166.351836	147.7485315	101.9380297	1	243	true
EGR2	chr10	62818049	62818212	62818170	62818182	23	11	36.80579	4	19	0	0	-1.0	0	0	0	0	-1.0	0	0	0.0	100.0	160.5454545	46.25875838	46.0	16.43997346	1	163	true
FBXW4	chr10	101654844	101654962	101654947	101654956	19	5	18.212767	11	8	0	0	-1.0	0	0	0	0	-1.0	0	0	0.004472960562532764	23.49404930924125	140.4	29.44146735	57.53955161	68.6236111	1	118	true
FBXW4	chr10	101664876	101665121	101664970	101664994	14	6	32.79465	3	11	0	0	-1.0	0	0	0	0	-1.0	0	0	0.000040616752422746076	43.91294804251375	255.8333333	124.6842679	59.12247176	73.68423622	1	245	true
FBXW4	chr10	101693804	101693980	101693879	101693895	22	4	12.877369	9	13	0	0	-1.0	0	0	0	0	-1.0	0	0	0.01724274034576386	17.63393711686041	212.5	136.9732334	52.74466798	106.2402937	1	176	true
FBXW4	chr10	101694029	101694219	101694132	101694147	22	11	37.19195	3	19	0	0	-1.0	0	0	0	0	-1.0	0	0	0.0	100.0	224.0	129.8807145	98.83668807	98.6675778	1	190	true
FBXW4	chr10	101694284	101694454	101694355	101694367	23	7	22.40616	7	16	0	0	-1.0	0	0	0	0	-1.0	0	0	0.0009843597980819818	30.068461314865864	224.7142857	135.9113857	136.6050965	34.80284608	1	170	true
FBXW4	chr10	101694868	101694997	101694953	101694959	22	7	25.29283	10	12	0	0	-1.0	0	0	0	0	-1.0	0	0	0.0003515162170209368	34.540546342281075	147.2857143	54.90207733	68.33112656	60.66418101	1	129	true
FBXW4	chr10	101695127	101695272	101695171	101695172	23	7	23.31073	10	13	0	0	-1.0	0	0	0	0	-1.0	0	0	0.0006294343578044018	32.01049554721797	150.1428571	43.94097773	65.18873698	64.83275186	1	145	true
FBXW4	chr10	101695255	101695381	101695300	101695328	23	7	23.844456	5	18	0	0	-1.0	0	0	0	0	-1.0	0	0	0.0005455264731382523	32.63184169257321	151.1428571	38.72307052	64.3180342	42.70329529	1	126	true
CTSD	chr11	1763891	1764132	1763987	1763988	25	13	41.188892	6	19	3	2	-1.0	1	2	1	0	-1.0	0	1	0.0	100.0	210.3846154	62.08936901	53.24857046	44.28578518	1	241	true
CDKN1C	chr11	2885015	2885188	2885113	2885116	32	10	24.3421	15	17	13	4	23.224728	6	7	19	6	25.053991	9	10	0.0004973462267575333	33.033411725942734	196.6	112.5326619	49.69193988	69.90755801	1	173	true
CDKN1C	chr11	2885749	2886118	2885860	2885869	29	21	57.568398	4	25	12	7	46.99272	3	9	17	14	64.974754	1	16	0.0	100.0	348.1428571	149.9580894	59.20549363	119.554371	1	369	true
SOX6	chr11	15967208	15967385	15967266	15967274	33	5	11.202751	15	18	13	3	-1.0	7	6	10	1	-1.0	4	6	0.031200570268235504	15.058374680942325	222.0	82.68917704	40.77131344	72.89238643	1	177	true
SOX6	chr11	15967680	15967842	15967722	15967729	32	8	18.501219	13	19	13	4	24.49468	7	6	10	3	-1.0	4	6	0.004275186120941706	23.690449734414408	187.5	91.83370063	45.59683573	98.98015674	1	162	true
SOX6	chr11	15968075	15968295	15968162	15968167	33	11	24.974102	13	20	15	6	29.907274	5	10	11	4	28.015306	4	7	0.0003704851387702662	34.31229208142179	242.3636364	112.4173232	48.30283259	86.08294098	1	220	true
SOX6	chr11	15968434	15968618	15968527	15968528	34	6	12.233779	17	17	16	5	21.458351	6	10	11	0	-1.0	7	4	0.02101380841001624	16.774952316698137	243.5	173.5842735	184.3767881	119.2472222	1	184	true
SOX6	chr11	15976142	15976294	15976230	15976231	37	6	10.696547	18	19	17	2	-1.0	11	6	20	4	13.325625	7	13	0.03902378438176287	14.086706166323658	208.5	191.6838543	86.74502868	125.7728111	1	152	true
SOX6	chr11	15983764	15983952	15983833	15983834	50	9	13.077859	28	22	23	6	18.946896	10	13	27	3	-1.0	18	9	0.01627477645551489	17.884849680318503	208.2222222	87.31520168	53.7930706	90.36730603	1	188	true
SOX6	chr11	15989076	15989263	15989195	15989196	45	9	16.128841	17	28	19	2	-1.0	8	11	26	7	22.23117	9	17	0.007721549472318398	21.122955416648406	209.3333333	72.43790444	78.0928934	21.08316864	1	187	true
SOX6	chr11	16001390	16001584	16001465	16001484	38	8	16.30597	20	18	15	2	-1.0	10	5	23	6	20.005882	10	13	0.007391266715150385	21.312811258464667	215.25	97.84499403	40.77792645	109.9063725	1	194	true
SOX6	chr11	16001831	16002191	16001937	16001942	39	9	17.365057	18	21	17	5	22.339592	8	9	22	4	13.475647	10	12	0.005509479417695554	22.588894350326292	342.5555556	144.6695468	79.38671173	173.2636078	1	360	true
SOX6	chr11	16001998	16002322	16002160	16002167	38	14	28.400099	8	30	16	5	25.603617	5	11	22	9	30.388453	3	19	0.00014148911837132288	38.492769595249264	329.0	115.3989735	116.6512601	95.47843667	1	324	true
SOX6	chr11	16002678	16002852	16002718	16002725	40	6	12.06233	16	24	17	3	-1.0	6	11	23	3	-1.0	10	13	0.022179502079852673	16.54048207799108	204.3333333	84.77656909	64.96050082	90.50524847	1	174	true
SOX6	chr11	16011566	16011765	16011683	16011693	40	9	17.550915	17	23	17	4	20.600296	7	10	23	5	15.253547	10	13	0.005237697598008944	22.808595794707745	240.3333333	135.0610973	55.89151198	147.0015117	1	199	true
SOX6	chr11	16011813	16011996	16011884	16011889	41	7	11.647817	20	21	17	3	-1.0	9	8	24	4	11.358673	11	13	0.02660877279756379	15.749751547434748	374.7142857	294.2650247	108.9569596	284.9996658	1	183	true
SOX6	chr11	16013776	16013964	16013876	16013882	42	8	15.491078	22	20	17	2	-1.0	9	8	25	6	18.557215	13	12	0.00879561291578093	20.55733891662253	196.5	43.50041051	43.51354469	39.67726949	1	188	true
SOX6	chr11	16015682	16015822	16015768	16015774	40	6	10.405457	18	22	18	1	-1.0	7	11	22	5	15.902286	11	11	0.04523552647932056	13.445203507273394	159.6666667	93.89284673	48.00833261	126.1929739	1	140	true
SOX6	chr11	16015940	16016112	16016030	16016038	40	6	11.868703	21	19	18	1	-1.0	10	8	22	5	17.698618	11	11	0.02507188509383221	16.008130112723006	212.1666667	71.67821612	76.37538871	8.060190238	1	172	true
SOX6	chr11	16016573	16016756	16016610	16016614	42	7	12.565255	23	19	17	1	-1.0	14	3	25	6	18.45491	9	16	0.019293875327878074	17.145805321033222	178.2857143	59.50270102	29.75695197	37.0578698	1	183	true
SOX6	chr11	16021718	16021891	16021812	16021814	46	9	14.362824	19	27	22	5	16.388378	8	14	24	4	12.464398	11	13	0.011386167435435126	19.436224341068623	336.2222222	410.5705718	181.2167211	256.1064774	1	173	true
SOX6	chr11	16022030	16022575	16022436	16022450	44	21	38.93127	14	30	23	11	39.288334	8	15	21	10	38.492573	6	15	0.0	100.0	502.047619	266.8453627	244.2117153	53.05742621	1	545	true
SOX6	chr11	16025952	16026184	16026060	16026067	46	10	16.835888	22	24	20	6	23.160645	9	11	26	4	11.932231	13	13	0.006320122154405929	21.99274527655629	235.8	85.9868207	54.36512362	52.44139586	1	232	true
SOX6	chr11	16027661	16027843	16027750	16027755	47	13	20.87749	23	24	21	7	25.722267	11	10	26	6	16.925936	12	14	0.001881344890950717	27.25531581639105	208.0	99.06731718	75.88241579	66.14988807	1	182	true
SOX6	chr11	16028480	16028777	16028659	16028663	44	24	44.35391	15	29	21	9	33.98045	8	13	23	15	53.781845	7	16	0.0	100.0	267.5	99.39906394	88.31904451	53.37880761	1	297	true
SOX6	chr11	16030696	16030973	16030864	16030878	36	15	32.832275	9	27	17	9	40.063538	3	14	19	6	26.309574	6	13	0.000040616752422746076	43.91294804251375	288.4666667	106.859632	79.86548214	107.0686473	1	277	true
SOX6	chr11	16031047	16031236	16031123	16031129	38	9	17.996782	10	28	18	5	19.97138	5	13	20	4	16.169643	5	15	0.004641551326137218	23.333368427685862	247.4444444	140.5934841	134.3367452	46.97871859	1	189	true
SOX6	chr11	16031335	16031546	16031406	16031419	39	6	12.026946	15	24	19	2	-1.0	7	12	20	4	15.865224	8	12	0.02362662565557328	16.265982996883125	272.5	158.267811	23.3873185	165.6450019	1	211	true
SOX6	chr11	16086323	16086523	16086419	16086424	40	11	20.43359	17	23	13	4	21.982327	6	7	22	6	20.92029	9	13	0.002178608957111291	26.618207151457614	246.7272727	157.3061289	114.1047366	88.29928446	1	200	true
SOX6	chr11	16092920	16093095	16093017	16093029	41	9	16.64825	17	24	15	4	19.492594	6	9	18	5	21.621632	5	13	0.006721362640544301	21.725426722917383	180.3333333	53.23063028	35.18917131	57.87798468	1	175	true
SOX6	chr11	16098573	16098852	16098806	16098815	36	10	21.314375	16	20	20	7	26.562601	10	10	16	3	-1.0	6	10	0.0015148471390687578	28.196311889493415	290.8	61.45965253	83.21057625	107.4986305	1	279	true
SOX6	chr11	16098904	16099071	16098969	16098970	36	11	21.841454	10	26	21	8	27.215492	6	15	15	3	-1.0	4	11	0.0012349537610239203	29.08349302896702	207.3636364	93.13030949	92.90992706	71.83592416	1	167	true
SOX6	chr11	16099464	16099746	16099473	16099480	36	10	20.013172	8	28	21	4	14.433553	5	16	15	6	27.75797	3	12	0.0024286825874603045	26.146292408647554	261.9	96.98734167	39.10228751	124.7513082	1	282	true
SOX6	chr11	16101120	16101251	16101233	16101234	38	7	13.080554	23	15	20	3	-1.0	14	6	18	4	15.910109	9	9	0.016254027623459746	17.890390065060412	148.5714286	34.60181663	54.5889401	51.14498532	1	131	true
SOX6	chr11	16111069	16111260	16111124	16111135	41	7	12.423954	19	22	17	6	25.541742	6	11	24	1	-1.0	13	11	0.020075649123782444	16.973304033932862	196.5714286	51.603802	72.80731256	32.42647361	1	191	true
SOX6	chr11	16113416	16113524	16113471	16113484	44	6	10.433747	28	16	17	1	-1.0	14	3	27	5	13.840977	14	13	0.04478047577208156	13.489112965521649	147.3333333	37.52687926	45.8552069	54.30807184	1	108	true
SOX6	chr11	16125645	16126234	16126168	16126171	42	18	34.035774	12	30	24	11	36.396595	7	17	18	7	30.832466	5	13	0.000024606915910421712	46.08942814863576	462.6666667	178.0300702	196.9186156	50.39607828	1	589	true
SOX6	chr11	16151340	16151586	16151462	16151471	42	6	10.298362	25	17	21	3	-1.0	14	7	21	3	-1.0	11	10	0.04688562872585154	13.289602558245168	332.3333333	106.5075897	107.6376638	172.0205414	1	246	true
SOX6	chr11	16151586	16151833	16151775	16151780	42	6	10.293166	24	18	21	3	-1.0	13	8	21	3	-1.0	11	10	0.04688562872585154	13.289602558245168	264.3333333	141.3048713	129.1222935	60.21433938	1	247	true
SOX6	chr11	16160317	16160515	16160441	16160442	39	5	10.242355	19	20	17	4	18.474903	8	9	22	1	-1.0	11	11	0.04782704741455947	13.203264293129461	178.8	17.96385259	58.2176949	60.40447003	1	198	true
SOX6	chr11	16169669	16169833	16169704	16169712	45	9	15.001625	23	22	18	5	21.433434	11	7	27	4	10.676717	12	15	0.00975437766440536	20.10800433654023	180.7777778	32.99158142	67.89902634	52.63501158	1	164	true
SOX6	chr11	16169940	16170104	16170022	16170034	45	8	13.738342	26	19	18	5	20.658733	8	10	27	3	-1.0	18	9	0.013326045079617195	18.75298721925163	190.25	67.17939735	49.68400145	76.77053006	1	164	true
SOX6	chr11	16170386	16170542	16170407	16170411	44	6	10.589626	28	16	19	4	17.1205	12	7	25	2	-1.0	16	9	0.041640972232136315	13.804791391489479	180.6666667	32.72104318	94.81490741	83.84270988	1	156	true
SOX6	chr11	16171974	16172133	16172050	16172056	43	7	12.60471	20	23	20	2	-1.0	12	8	23	5	15.930434	8	15	0.01921704791001497	17.163133271180836	157.2857143	27.32345931	28.081514	40.73433091	1	159	true
SOX6	chr11	16179776	16180048	16179913	16179922	42	14	27.953074	15	27	24	6	21.200424	9	15	18	8	36.901047	6	12	0.000166061318572838	37.79731517980671	262.2142857	52.29675467	25.78152077	57.8425297	1	272	true
SOX6	chr11	16182972	16183140	16183076	16183085	40	8	14.331042	19	21	22	4	13.133617	11	11	18	4	15.739007	8	10	0.011599082112500941	19.355763770875868	168.625	73.61470641	56.72096488	60.46663779	1	168	true
SOX6	chr11	16191322	16191468	16191378	16191385	47	10	14.845165	25	22	27	3	-1.0	13	14	20	7	24.618603	12	8	0.01034431988511332	19.852980579080658	295.5	368.5543078	318.8114908	93.38950691	1	146	true
SOX6	chr11	16191636	16191793	16191725	16191728	47	7	11.064593	25	22	26	1	-1.0	15	11	21	6	21.30576	10	11	0.033423755811860696	14.759447502320299	225.4285714	172.0298977	195.7727059	43.56002973	1	157	true
SOX6	chr11	16212137	16212278	16212184	16212186	36	7	14.363327	19	17	19	4	15.119011	9	10	17	3	-1.0	10	7	0.011386167435435126	19.436224341068623	162.1428571	71.13702405	46.29769098	50.94020771	1	141	true
SOX6	chr11	16213534	16213639	16213553	16213554	37	6	11.380102	15	22	21	3	-1.0	8	13	16	3	-1.0	7	9	0.029553445185233895	15.293918840645597	118.0	30.08654184	58.115976	35.25147751	1	105	true
SOX6	chr11	16225609	16225712	16225614	16225622	31	5	11.788759	12	19	15	4	19.522444	6	9	13	1	-1.0	4	9	0.025624832492649553	15.91338964872999	161.4	60.21046421	107.4951162	69.91566348	1	103	true
SOX6	chr11	16226406	16226624	16226494	16226506	29	14	38.851074	8	21	15	5	26.953157	5	10	13	9	55.491066	2	11	0.0	100.0	234.2142857	75.39350979	45.08746079	95.03570758	1	218	true
SOX6	chr11	16237159	16237308	16237266	16237267	38	6	11.520697	15	23	19	4	15.054736	6	13	19	2	-1.0	9	10	0.027566431940075565	15.596194431440424	174.6666667	62.14713724	82.37333711	67.78618345	1	149	true
