gene_name	chrom	peak_start	peak_end	start	end	coverage	fire_coverage	score	nuc_coverage	msp_coverage	coverage_H1	fire_coverage_H1	score_H1	nuc_coverage_H1	msp_coverage_H1	coverage_H2	fire_coverage_H2	score_H2	nuc_coverage_H2	msp_coverage_H2	FDR	log_FDR	FIRE_size_mean	FIRE_size_ssd	FIRE_start_ssd	FIRE_end_ssd	local_max_count	peak_length	pass_coverage
JAK1	chr1	65002514	65002746	65002605	65002622	30	17	44.314163	5	25	13	4	24.863066	3	10	14	11	61.42682	1	13	0.00015699850822872	38.041044741583654	320.2352941	210.0242633	207.0448232	109.3130623	1	232	true
JAK1	chr1	65002702	65002935	65002864	65002869	30	12	30.766535	3	27	13	3	-1.0	1	12	14	7	36.46011	2	12	0.0035211776338926718	24.533120653946085	304.5833333	169.1902954	177.0408915	91.29804671	1	233	true
JAK1	chr1	65026423	65026644	65026547	65026551	31	9	21.41315	9	22	19	6	23.930426	6	13	12	3	-1.0	3	9	0.011854727395857415	19.261084283442557	248.3333333	103.9627337	124.3219387	36.6371093	1	221	true
JAK1	chr1	65027720	65027916	65027847	65027857	29	8	20.225086	11	18	18	5	21.303589	6	12	11	3	-1.0	5	6	0.015361908069040189	18.13554838185376	232.75	99.65906166	89.06167606	62.40979204	1	196	true
JAK1	chr1	65041530	65041775	65041708	65041711	29	10	26.706903	6	23	15	6	30.074017	3	12	14	4	23.027851	3	11	0.005801447211221045	22.36463655153078	275.6	129.0789595	99.19543	59.88915687	1	245	true
JAK1	chr1	65060018	65060238	65060074	65060125	36	14	28.172758	2	34	20	6	22.118109	1	19	16	8	35.678574	1	15	0.00463750044067537	23.33716036108354	213.7857143	32.6995144	31.74806388	19.81341537	1	220	true
JAK1	chr1	65063125	65063310	65063196	65063206	32	9	21.893986	5	27	22	5	17.63052	4	18	10	4	31.173618	1	9	0.011393590414879392	19.43339396934368	184.0	24.59166525	18.41195264	27.69927797	1	185	true
JAK1	chr1	65066393	65066659	65066587	65066596	31	12	28.330322	13	18	21	8	28.202835	10	11	10	4	28.498053	3	7	0.004568298722105957	23.402455052174407	333.9166667	182.1185719	137.3869783	144.1113574	1	266	true
JAK1	chr1	65066700	65066876	65066821	65066826	31	16	37.544407	10	21	21	11	39.005802	7	14	10	5	34.37547	3	7	0.0011539742221008003	29.378038925012735	275.375	168.6079773	165.5465695	67.61052679	1	176	true
JAK1	chr1	65067312	65067502	65067383	65067384	30	16	41.962658	7	23	20	11	43.384014	3	17	10	5	39.01995	4	6	0.00025195982406259134	35.98668703579319	179.75	68.87912117	73.64302977	48.25552645	1	190	true
GNG5	chr1	84504826	84505027	84504914	84504917	40	11	19.813482	14	26	27	8	21.762484	10	17	13	3	-1.0	4	9	0.017438862130953133	17.584818557778725	270.7272727	191.686771	172.9316733	58.41481755	1	201	true
GNG5	chr1	84505565	84505790	84505675	84505681	38	11	20.389645	14	24	24	7	20.430174	9	15	14	4	20.24874	5	9	0.015043152974136338	18.226611281222006	258.0	118.8015151	41.61031341	112.609139	1	225	true
GNG5	chr1	84506126	84506411	84506155	84506368	37	35	79.067345	0	37	23	22	79.36875	0	23	14	13	78.500694	0	14	0.0	100.0	401.3714286	202.8292655	77.99301843	199.7412949	1	285	true
GNG5	chr1	84506518	84506898	84506564	84506584	36	18	36.932285	5	31	22	12	39.76007	3	19	14	6	32.41721	2	12	0.0013234040506980235	28.783075403943222	400.8333333	298.7054914	187.0558268	150.9071588	1	380	true
GNG5	chr1	84506935	84507202	84507064	84507075	36	11	22.243677	17	19	22	6	19.33883	13	9	14	5	26.737005	4	10	0.010890740147388658	19.62942604082273	332.0909091	262.4562648	261.4487956	78.4874049	1	267	true
GTPBP4	chr10	988230	988519	988319	988467	28	28	80.85506	0	28	7	7	81.30001	0	7	21	21	80.65911	0	21	0.0	100.0	395.9642857	216.7932079	146.3056298	132.5190013	1	289	true
GTPBP4	chr10	988241	988766	988677	988678	29	10	24.670883	9	20	8	3	-1.0	3	5	21	7	23.54484	6	15	0.006760078587594736	21.700482552476608	557.2	297.4972642	305.7707202	88.08228476	1	525	true
GTPBP4	chr10	988784	988958	988895	988914	28	10	24.553915	11	17	8	2	-1.0	4	4	20	8	27.644215	7	13	0.006896382383665343	21.61378666192656	231.2	178.2194652	189.5979665	43.84834977	1	174	true
EGR2	chr10	62815005	62815224	62815111	62815119	16	4	17.379086	8	8	11	3	-1.0	6	5	5	1	-1.0	2	3	0.031270205544065614	15.048692640605491	240.25	81.98932857	76.25396165	151.6715201	1	219	true
EGR2	chr10	62816292	62816539	62816356	62816495	16	16	79.73506	0	16	10	10	79.33272	0	10	6	6	80.23895	0	6	0.0	100.0	289.9375	128.1012458	109.8626225	75.17523972	1	247	true
EGR2	chr10	62816621	62816933	62816706	62816768	15	13	61.904728	1	14	10	9	63.55538	0	10	5	4	58.40343	1	4	0.0	100.0	336.0	93.96453232	101.7951689	81.56749604	1	312	true
EGR2	chr10	62818025	62818214	62818120	62818143	15	8	40.011837	4	11	10	5	37.37064	3	7	5	3	-1.0	1	4	0.0004506181361458028	33.46191333097006	254.125	140.8691769	80.57472131	86.04556517	1	189	true
EGR2	chr10	62818276	62818452	62818347	62818350	15	6	27.550812	1	14	10	5	34.50048	1	9	5	1	-1.0	0	5	0.004983492546940942	23.024661869113856	372.5	168.9292751	188.0134747	206.4959241	1	176	true
FBXW4	chr10	101694002	101694345	101694170	101694171	22	14	51.02843	4	18	14	10	57.58219	2	12	8	4	39.43435	2	6	4.194370263802296e-6	53.77333234235863	336.8571429	167.3664138	131.6240275	100.9048349	1	343	true
FBXW4	chr10	101694458	101694735	101694639	101694640	22	8	28.375086	10	12	14	5	28.560734	7	7	8	3	-1.0	3	5	0.004452466444913092	23.513993448223825	299.125	121.8200517	121.1796187	131.0419099	1	277	true
FBXW4	chr10	101694787	101695009	101694867	101694874	22	7	24.902315	10	12	14	5	28.532274	7	7	8	2	-1.0	3	5	0.006690647423969789	21.745318554678743	250.2857143	132.2204148	150.8330834	60.43099173	1	222	true
FBXW4	chr10	101694980	101695424	101695216	101695222	22	11	36.297558	6	16	14	8	41.41572	3	11	8	3	-1.0	3	5	0.00152254628191968	28.17429496936907	306.7272727	182.248781	74.63036184	176.5858534	1	444	true
CDKN1C	chr11	2885021	2885212	2885067	2885085	18	6	26.238176	9	9	0	0	-1.0	0	0	0	0	-1.0	0	0	0.006194438019137867	22.079980881996605	201.3333333	75.60599623	57.39134662	51.61556613	1	191	true
CDKN1C	chr11	2885744	2886158	2885905	2885963	17	13	60.500057	1	16	0	0	-1.0	0	0	0	0	-1.0	0	0	0.0	100.0	350.9230769	85.05043752	39.89441192	86.51737635	1	414	true
SOX6	chr11	15968010	15968413	15968154	15968232	7	4	39.953518	2	5	0	0	-1.0	0	0	0	0	-1.0	0	0	0.00046428681768718224	33.33213646911014	415.5	100.4473328	67.0770701	58.81893119	1	403	true
SOX6	chr11	15986888	15987316	15987239	15987247	16	10	48.608204	1	15	0	0	-1.0	0	0	0	0	-1.0	0	0	0.00003622734251430799	44.4096352281619	379.0	123.2603388	130.1684806	87.50523794	1	428	true
SOX6	chr11	16001750	16002344	16002121	16002125	20	18	71.68623	0	20	0	0	-1.0	0	0	0	0	-1.0	0	0	0.0	100.0	471.8888889	156.3393326	164.5787751	106.2407089	1	594	true
SOX6	chr11	16022084	16022301	16022156	16022168	16	5	23.994524	4	12	0	0	-1.0	0	0	0	0	-1.0	0	0	0.0073996222165088445	21.307904523600673	332.8	246.1924044	16.78392088	237.6141831	1	217	true
SOX6	chr11	16022352	16022647	16022555	16022563	14	5	25.781626	3	11	0	0	-1.0	0	0	0	0	-1.0	0	0	0.006314558816393822	21.996569871987475	396.0	205.1280088	180.908264	91.33619217	1	295	true
SOX6	chr11	16034540	16034918	16034754	16034755	22	6	18.720943	4	18	0	0	-1.0	0	0	0	0	-1.0	0	0	0.02273837530730479	16.432405695638362	425.6666667	174.3441042	116.9331718	134.3538859	1	378	true
SOX6	chr11	16099642	16099813	16099699	16099725	16	4	18.630383	9	7	0	0	-1.0	0	0	0	0	-1.0	0	0	0.022825122205444533	16.415868885797252	215.25	73.13173046	117.9925845	56.71860365	1	171	true
SOX6	chr11	16101069	16101242	16101148	16101161	16	4	16.883755	5	11	0	0	-1.0	0	0	0	0	-1.0	0	0	0.036453554967873225	14.38260112678046	195.25	85.77635649	67.14350304	27.57414248	1	173	true
SOX6	chr11	16111895	16112056	16112014	16112040	20	5	17.450094	11	9	0	0	-1.0	0	0	1	0	-1.0	1	0	0.031004264598781233	15.085785653806983	207.2	77.23147027	83.53741677	55.79605721	1	161	true
SOX6	chr11	16112422	16112612	16112467	16112479	20	7	27.453968	7	13	0	0	-1.0	0	0	1	0	-1.0	1	0	0.0051672655948167365	22.867392153657168	181.7142857	43.63375714	46.69352968	51.2036085	1	190	true
SOX6	chr11	16125599	16126008	16125681	16125715	14	4	22.713078	8	6	0	0	-1.0	0	0	3	0	-1.0	2	1	0.00881159479187248	20.549454824359344	403.75	251.6470743	36.45088019	268.2478642	1	409	true
SOX6	chr11	16125816	16126234	16126000	16126027	14	5	25.749645	6	8	0	0	-1.0	0	0	3	0	-1.0	3	0	0.0063577024635581405	21.966998006518985	347.0	253.3090997	177.6451519	104.1551727	1	418	true
SOX6	chr11	16126357	16126543	16126476	16126487	14	4	21.565817	7	7	0	0	-1.0	0	0	3	0	-1.0	3	0	0.01160218610134381	19.35460172643764	231.75	88.28127397	135.6232527	87.57615733	1	186	true
SOX6	chr11	16148791	16149002	16148800	16148817	16	6	28.0209	5	11	0	0	-1.0	0	0	2	1	-1.0	0	2	0.004735182396160247	23.246632875962376	230.6666667	56.64156307	70.05426468	90.0392507	1	211	true
SOX6	chr11	16150514	16150702	16150625	16150636	16	4	17.953825	7	9	0	0	-1.0	0	0	1	0	-1.0	1	0	0.026618750286856886	15.748123379020027	234.0	105.6409012	157.0506818	57.3490773	1	188	true
SOX6	chr11	16151156	16151432	16151267	16151284	18	11	49.85471	3	15	0	0	-1.0	0	0	1	0	-1.0	1	0	0.00003622734251430799	44.4096352281619	299.0	133.5312697	37.24611023	149.9915755	1	276	true
SOX6	chr11	16151438	16151799	16151681	16151692	18	6	24.042261	6	12	0	0	-1.0	0	0	1	0	-1.0	1	0	0.00736962315051756	21.32554719445585	341.0	158.7790918	155.3829677	84.7388144	1	361	true
SOX6	chr11	16170067	16170363	16170205	16170219	23	13	44.74932	2	21	0	0	-1.0	0	0	0	0	-1.0	0	0	0.00015699850822872	38.041044741583654	298.0769231	114.1807496	88.18032224	67.61362706	1	296	true
SOX6	chr11	16179776	16180062	16179896	16179922	23	10	34.31101	8	15	0	0	-1.0	0	0	0	0	-1.0	0	0	0.0022719096990124294	26.436089344046717	315.2	141.0947672	96.48955038	99.33920564	1	286	true
SOX6	chr11	16191989	16192198	16192178	16192184	19	4	16.430733	9	10	0	0	-1.0	0	0	0	0	-1.0	0	0	0.04453010892828453	13.51346242508682	236.25	85.97431787	62.56929492	28.60069929	1	209	true
SOX6	chr11	16193848	16194249	16194118	16194140	16	4	18.688866	4	12	0	0	-1.0	0	0	0	0	-1.0	0	0	0.022778004867423714	16.42484318580661	274.25	104.234911	120.8563197	88.62091551	1	401	true
SOX6	chr11	16213117	16213657	16213158	16213164	19	6	23.105665	6	13	0	0	-1.0	0	0	0	0	-1.0	0	0	0.008457043814263411	20.727814194094996	291.8333333	198.0206218	32.28621997	213.5869066	1	540	true
SOX6	chr11	16225433	16225740	16225640	16225659	14	4	21.765276	7	7	0	0	-1.0	0	0	0	0	-1.0	0	0	0.01143384223176119	19.418078046307762	339.25	173.5806729	91.37833441	106.9217003	1	307	true
SOX6	chr11	16226383	16226684	16226440	16226493	13	10	57.441277	2	11	0	0	-1.0	0	0	0	0	-1.0	0	0	0.0	100.0	293.8	160.8662661	75.07633153	115.0202398	1	301	true
SOX6	chr11	16277254	16277382	16277304	16277331	15	4	18.021353	6	9	0	0	-1.0	0	0	0	0	-1.0	0	0	0.02644102687835446	15.777216823579973	228.0	138.5135372	142.0152574	117.3101303	1	128	true
SOX6	chr11	16292636	16292964	16292749	16292760	18	4	16.690182	8	10	0	0	-1.0	0	0	0	0	-1.0	0	0	0.043464485293502636	13.618654589242322	271.5	75.13765146	61.23384141	104.6561831	1	328	true
SOX6	chr11	16293510	16293726	16293686	16293689	18	8	34.05217	5	13	0	0	-1.0	0	0	0	0	-1.0	0	0	0.002409664431565246	26.18043432805449	225.875	73.41941647	86.02948	36.06318859	1	216	true
SOX6	chr11	16295844	16296022	16295916	16295922	17	6	25.823982	5	12	0	0	-1.0	0	0	0	0	-1.0	0	0	0.006316629493569946	21.995145962126614	199.3333333	76.91727158	99.92330392	64.09368144	1	178	true
SOX6	chr11	16300005	16300258	16300072	16300094	17	4	17.363913	5	12	0	0	-1.0	0	0	0	0	-1.0	0	0	0.031263195585486916	15.049666323880945	249.0	95.61380653	17.62573876	93.64115904	1	253	true
SOX6	chr11	16300534	16300740	16300670	16300684	14	6	34.47939	5	9	0	0	-1.0	0	0	0	0	-1.0	0	0	0.002275154475462818	26.429891108470805	237.3333333	80.11158884	67.24185205	89.39724082	1	206	true
SOX6	chr11	16343389	16343612	16343457	16343468	14	4	20.18387	7	7	0	0	-1.0	0	0	0	0	-1.0	0	0	0.01546813610188528	18.105620152880263	261.0	147.4742915	22.64950331	141.4979387	1	223	true
SOX6	chr11	16344880	16345094	16344962	16344990	14	7	35.76751	4	10	0	0	-1.0	0	0	0	0	-1.0	0	0	0.0017703293085602175	27.519459406505963	209.8571429	68.13327276	39.75280763	70.49552502	1	214	true
SOX6	chr11	16348069	16348299	16348158	16348221	13	5	30.405739	3	10	0	0	-1.0	0	0	0	0	-1.0	0	0	0.0035712041664596743	24.47185320394677	239.6	54.71562848	49.89689369	37.19274123	1	230	true
SOX6	chr11	16349420	16349909	16349522	16349577	10	7	55.531586	3	7	0	0	-1.0	0	0	0	0	-1.0	0	0	0.0	100.0	363.8571429	105.4125681	100.1028043	133.6605509	1	489	true
SOX6	chr11	16350036	16350240	16350120	16350139	10	4	32.784714	4	6	0	0	-1.0	0	0	0	0	-1.0	0	0	0.0031162741808539443	25.063643385497212	273.5	120.4034883	106.4299457	118.074835	1	204	true
SOX6	chr11	16355829	16356172	16355946	16355996	9	5	41.987076	4	5	0	0	-1.0	0	0	0	0	-1.0	0	0	0.00025195982406259134	35.98668703579319	340.8	157.5982233	60.10657202	103.95095	1	343	true
SOX6	chr11	16356390	16356631	16356466	16356485	9	6	51.380352	2	7	0	0	-1.0	0	0	0	0	-1.0	0	0	4.194370263802296e-6	53.77333234235863	243.5	74.91261576	77.42609379	60.63249954	1	241	true
SOX6	chr11	16365570	16365751	16365733	16365736	15	7	36.866543	6	9	0	0	-1.0	0	0	0	0	-1.0	0	0	0.0013234040506980235	28.783075403943222	247.5714286	84.3146036	74.23931701	121.4231091	1	181	true
SOX6	chr11	16366049	16366220	16366117	16366124	17	4	16.944302	5	12	0	0	-1.0	0	0	0	0	-1.0	0	0	0.036184010599229634	14.41483298046068	180.0	32.73122872	18.09235566	41.09338957	1	171	true
SOX6	chr11	16367368	16367598	16367412	16367432	13	4	23.641418	4	9	0	0	-1.0	0	0	0	0	-1.0	0	0	0.00795393895141482	20.994177466622613	200.75	60.53855521	31.31958918	88.63031836	1	230	true
SOX6	chr11	16373212	16374310	16373718	16373752	13	11	66.953995	2	11	0	0	-1.0	0	0	0	0	-1.0	0	0	0.0	100.0	624.0	310.1560897	187.8010069	202.6692334	1	1098	true
SOX6	chr11	16382256	16382453	16382334	16382343	16	5	24.097614	4	12	0	0	-1.0	0	0	0	0	-1.0	0	0	0.007302469375533082	21.36530255657375	227.0	82.15229759	124.9627945	53.29821761	1	197	true
SOX6	chr11	16382966	16383153	16383030	16383047	15	5	24.129713	6	9	0	0	-1.0	0	0	0	0	-1.0	0	0	0.007298298050647715	21.367784047273997	296.4	185.3720583	53.53783709	208.922713	1	187	true
SOX6	chr11	16383156	16383456	16383379	16383393	15	4	19.024784	5	10	0	0	-1.0	0	0	0	0	-1.0	0	0	0.02203342402495084	16.569180076339627	310.75	217.8828049	205.5902073	56.87046685	1	300	true
SOX6	chr11	16405631	16405844	16405713	16405731	15	5	24.210913	3	12	0	0	-1.0	0	0	0	0	-1.0	0	0	0.007108959230444227	21.481939764235946	210.6	94.42351402	41.59687488	85.89237452	1	213	true
SOX6	chr11	16412736	16412932	16412861	16412869	18	4	16.668447	3	15	0	0	-1.0	0	0	0	0	-1.0	0	0	0.04358683938397837	13.606446218715915	204.25	41.36322844	72.53217677	31.72801076	1	196	true
SOX6	chr11	16418758	16418978	16418926	16418939	14	4	24.102957	4	10	0	0	-1.0	0	0	0	0	-1.0	0	0	0.007299437107469141	21.367106289953746	205.5	26.78930135	31.44307025	31.79622619	1	220	true
SOX6	chr11	16440990	16441187	16441080	16441104	15	5	24.174263	4	11	0	0	-1.0	0	0	0	0	-1.0	0	0	0.007259041686899938	21.39120709542614	220.2	96.61625122	45.01999556	58.49529896	1	197	true
SOX6	chr11	16442214	16442317	16442294	16442307	15	4	19.29929	8	7	0	0	-1.0	0	0	0	0	-1.0	0	0	0.018588988361565525	17.307442444908528	151.0	69.81881313	48.94554798	111.0	1	103	true
SOX6	chr11	16459096	16459328	16459209	16459229	21	6	23.361397	6	15	0	0	-1.0	0	0	0	0	-1.0	0	0	0.008144227472691482	20.89150104757433	207.3333333	52.03332266	45.17078702	40.44584857	1	232	true
SOX6	chr11	16528752	16528996	16528898	16528925	18	8	35.08657	5	13	0	0	-1.0	0	0	0	0	-1.0	0	0	0.001958211093641182	27.08140493400088	281.75	77.01159467	70.74249077	98.53208324	1	244	true
SOX6	chr11	16536906	16537210	16537104	16537115	22	6	19.963087	9	13	3	1	-1.0	1	2	0	0	-1.0	0	0	0.017248487058598803	17.63248992817841	351.0	206.0931828	216.8775384	61.88914821	1	304	true
SOX6	chr11	16559002	16559180	16559124	16559154	15	4	20.154179	8	7	10	2	-1.0	5	5	4	2	-1.0	2	2	0.015464732351179528	18.10657591949951	312.75	271.5712	44.99259198	314.7299107	1	178	true
SOX6	chr11	16559192	16559396	16559319	16559334	15	4	18.760847	4	11	10	2	-1.0	4	6	4	2	-1.0	0	4	0.02269928177269431	16.439878840883893	294.0	283.3454899	86.9808408	217.814141	1	204	true
SOX6	chr11	16573023	16573230	16573123	16573148	29	11	30.927475	10	19	12	4	28.120117	6	6	9	3	-1.0	3	6	0.0034478385012664784	24.624530849736097	208.1818182	40.92387612	37.84465856	27.51528501	1	207	true
SOX6	chr11	16600049	16600261	16600158	16600165	20	13	50.131496	4	16	0	0	-1.0	0	0	0	0	-1.0	0	0	0.000024940014326927043	46.03103301374574	201.0769231	71.69549212	70.27282	28.39758928	1	212	true
SOX6	chr11	16603304	16603550	16603376	16603381	20	10	38.092133	5	15	0	0	-1.0	0	0	0	0	-1.0	0	0	0.0010535166393236027	29.773586007209442	298.8	127.9763867	100.6148321	107.9807082	1	246	true
SOX6	chr11	16603872	16604035	16603931	16603987	20	5	17.87977	9	11	0	0	-1.0	0	0	0	0	-1.0	0	0	0.028630034325599383	15.431781312864885	161.2	26.54618617	28.30724289	18.36572895	1	163	true
SOX6	chr11	16605563	16605777	16605622	16605638	21	5	18.490957	5	16	0	0	-1.0	0	0	0	0	-1.0	0	0	0.025319137593158396	15.965510911077258	231.0	89.45110396	83.4338061	144.8506127	1	214	true
SOX6	chr11	16606266	16606532	16606402	16606425	20	16	56.869434	0	20	0	0	-1.0	0	0	0	0	-1.0	0	0	0.0	100.0	281.4375	58.21680027	70.8612494	47.55483677	1	266	true
SOX6	chr11	16606792	16607237	16606981	16606996	21	6	20.268312	11	10	0	0	-1.0	0	0	0	0	-1.0	0	0	0.015318982671944899	18.14770075084018	355.5	188.6687574	88.34798621	193.4390516	1	445	true
SOX6	chr11	16607136	16607386	16607278	16607315	21	8	26.509146	5	16	0	0	-1.0	0	0	0	0	-1.0	0	0	0.005861568504650518	22.319861550116386	314.875	178.0051665	176.0518897	36.80062111	1	250	true
SOX6	chr11	16607706	16607978	16607814	16607830	20	10	39.772835	4	16	0	0	-1.0	0	0	0	0	-1.0	0	0	0.000545248078663126	32.63405856106846	330.4	112.8619609	123.2922905	132.1222077	1	272	true
SOX6	chr11	16609616	16609933	16609732	16609734	20	8	28.154877	6	14	0	0	-1.0	0	0	0	0	-1.0	0	0	0.004631425399252049	23.342853269605705	315.125	173.6050012	74.66197636	167.9955357	1	317	true
SOX6	chr11	16610684	16610862	16610794	16610826	22	8	26.121971	9	13	0	0	-1.0	0	0	0	0	-1.0	0	0	0.006179204524432677	22.090674299088192	186.375	57.21123141	36.73845786	69.54636172	1	178	true
SOX6	chr11	16612012	16612258	16612098	16612104	22	9	34.18447	4	18	0	0	-1.0	0	0	0	0	-1.0	0	0	0.0023823450025427023	26.22995345350764	295.5555556	128.3209951	87.65003011	68.30710879	1	246	true
SOX6	chr11	16612768	16613051	16612956	16612971	21	7	23.627607	3	18	0	0	-1.0	0	0	0	0	-1.0	0	0	0.007952438669651304	20.99499671549077	291.7142857	72.55966346	86.96167738	86.23362508	1	283	true
SOX6	chr11	16613691	16613923	16613775	16613854	20	16	61.08181	0	20	0	0	-1.0	0	0	0	0	-1.0	0	0	0.0	100.0	247.1875	79.00398197	59.7042712	54.56918392	1	232	true
